mode,run_id,num_users,user_id,compression_level,fps,size_mean_kb,size_std_kb,total_frames,on_time_frames,avg_delay_ms,delay_reliability,user_satisfied,avg_mse,avg_cqi
ml-dynamic,23,6,5,10,72,80.0,42.9,1440,940,2.80242,0.652778,0,612.705,13.9184
random,3,4,0,45,90,45.0,24.1,1800,1006,3.54771,0.558889,0,522.437,14.9432
random,3,4,1,70,120,80.0,42.9,2400,186,9.52741,0.0775,0,925.484,14.0028
random,3,4,2,80,120,80.0,42.9,2400,138,12.2036,0.0575,0,944.171,13.9727
random,3,4,3,45,90,45.0,24.1,1800,911,5.82272,0.506111,0,567.69,14.1535
ml,17,9,0,15,60,120.0,64.3,1200,1052,4.34845,0.8766670000000001,0,293.839,14.9442
ml,17,9,1,10,60,45.0,24.1,1200,986,2.54949,0.821667,0,772.635,13.9174
ml,17,9,2,5,60,120.0,64.3,1200,932,2.77473,0.7766670000000001,0,562.054,13.919
ml,17,9,3,10,72,120.0,64.3,1440,1028,2.5417,0.7138890000000001,0,479.518,14.6333
ml,17,9,4,10,60,65.0,34.8,1200,937,2.73132,0.7808329999999999,0,609.674,13.9107
ml,17,9,5,10,120,65.0,34.8,2400,985,2.59277,0.410417,0,794.54,14.3052
ml,17,9,6,10,90,95.0,50.9,1800,1037,2.48676,0.576111,0,621.561,14.0513
ml,17,9,7,10,60,95.0,50.9,1200,1054,2.42158,0.8783329999999999,0,423.289,14.7749
ml,17,9,8,5,60,80.0,42.9,1200,991,2.54063,0.8258329999999999,0,717.641,14.0008
ml,16,8,0,15,90,45.0,24.1,1800,1046,2.40918,0.581111,0,719.698,14.292
ml,16,8,1,5,72,45.0,24.1,1440,1013,2.44257,0.703472,0,1118.82,14.0482
ml,16,8,2,10,72,45.0,24.1,1440,1016,2.48252,0.705556,0,804.227,14.1159
ml,16,8,3,5,60,95.0,50.9,1200,999,2.52711,0.8325,0,630.177,14.1391
ml,16,8,4,10,120,45.0,24.1,2400,991,2.5763,0.412917,0,886.719,13.8923
ml,16,8,5,5,72,45.0,24.1,1440,1022,2.42626,0.709722,0,1119.64,13.9682
ml,16,8,6,15,72,120.0,64.3,1440,1064,2.84135,0.738889,0,404.615,14.9826
ml,16,8,7,15,60,120.0,64.3,1200,915,6.93854,0.7625,0,386.432,14.0458
random,7,8,0,15,60,65.0,34.8,1200,974,3.10601,0.811667,0,479.535,14.2439
random,7,8,1,60,90,95.0,50.9,1800,150,9.88985,0.0833333,0,920.118,14.0437
random,7,8,2,70,120,45.0,24.1,2400,391,6.62167,0.16291699999999998,0,847.916,13.9564
random,7,8,3,20,60,120.0,64.3,1200,648,8.4144,0.54,0,540.872,14.1496
random,7,8,4,55,90,120.0,64.3,1800,104,13.4807,0.0577778,0,944.501,13.9754
random,7,8,5,10,60,65.0,34.8,1200,927,3.2208,0.7725,0,613.185,13.9027
random,7,8,6,10,60,120.0,64.3,1200,1019,2.98878,0.849167,0,380.859,14.9563
random,7,8,7,45,90,80.0,42.9,1800,421,6.41941,0.23388899999999999,0,785.078,14.0834
random,5,6,0,60,90,120.0,64.3,1800,141,52.762,0.0783333,0,924.239,14.6994
random,5,6,1,15,60,95.0,50.9,1200,792,4.90776,0.66,0,501.886,13.9385
random,5,6,2,70,120,95.0,50.9,2400,0,109.752,0.0,0,1000.0,13.9174
random,5,6,3,75,120,120.0,64.3,2400,0,75.0003,0.0,0,1000.0,14.0933
random,5,6,4,55,90,45.0,24.1,1800,278,7.81876,0.154444,0,861.731,13.8252
random,5,6,5,45,90,95.0,50.9,1800,226,9.95505,0.125556,0,882.913,14.0035
ml-dynamic,20,3,0,50,90,120.0,64.3,1800,825,4.45419,0.458333,0,562.746,14.8531
ml-dynamic,20,3,1,50,120,95.0,50.9,2400,455,6.08959,0.189583,0,821.253,13.9608
ml-dynamic,20,3,2,40,72,45.0,24.1,1440,847,7.0922,0.588194,0,513.929,13.9683
ml-dynamic,22,5,0,40,90,95.0,50.9,1800,963,3.99607,0.535,0,508.816,14.7096
ml-dynamic,22,5,1,10,60,95.0,50.9,1200,918,2.92286,0.765,0,497.447,13.9634
ml-dynamic,22,5,2,40,120,45.0,24.1,2400,857,4.73842,0.35708300000000004,0,705.0,13.8135
ml-dynamic,22,5,3,60,120,65.0,34.8,2400,913,4.39413,0.380417,0,643.234,14.6466
ml-dynamic,22,5,4,25,90,80.0,42.9,1800,764,7.55386,0.42444400000000004,0,650.564,14.0041
ml,11,3,0,20,90,65.0,34.8,1800,1062,2.43638,0.59,0,571.668,14.7841
ml,11,3,1,45,90,80.0,42.9,1800,730,7.49195,0.40555599999999997,0,627.666,13.9483
ml,11,3,2,35,90,95.0,50.9,1800,863,6.37469,0.47944400000000004,0,567.561,14.0011
ml,13,5,0,20,60,95.0,50.9,1200,981,5.39569,0.8175,0,335.722,14.5633
ml,13,5,1,10,60,95.0,50.9,1200,912,2.88515,0.76,0,500.099,13.8666
ml,13,5,2,5,90,95.0,50.9,1800,968,2.66796,0.537778,0,758.578,13.794
ml,13,5,3,20,72,45.0,24.1,1440,1035,2.43928,0.71875,0,565.592,14.6231
ml,13,5,4,15,120,120.0,64.3,2400,785,6.52377,0.327083,0,736.035,14.0
random,8,9,0,80,120,120.0,64.3,2400,0,92.4579,0.0,0,1000.0,14.9971
random,8,9,1,45,90,45.0,24.1,1800,253,12.0639,0.14055600000000001,0,878.915,14.0
random,8,9,2,60,90,65.0,34.8,1800,172,108.727,0.0955556,0,910.247,13.9693
random,8,9,3,40,72,80.0,42.9,1440,419,8.05194,0.290972,0,736.438,14.7382
random,8,9,4,80,120,45.0,24.1,2400,1,169.382,0.000416667,0,999.603,13.8466
random,8,9,5,55,90,80.0,42.9,1800,204,104.649,0.11333299999999999,0,893.155,14.5007
random,8,9,6,15,60,80.0,42.9,1200,785,4.53347,0.654167,0,534.529,14.1822
random,8,9,7,55,90,65.0,34.8,1800,217,13.9934,0.120556,0,887.919,14.7646
random,8,9,8,40,72,65.0,34.8,1440,362,11.379,0.251389,0,777.92,13.982
random,6,7,0,55,90,45.0,24.1,1800,732,5.66084,0.406667,0,635.719,14.6028
random,6,7,1,25,72,95.0,50.9,1440,755,5.41628,0.5243059999999999,0,553.012,14.2301
random,6,7,2,50,90,65.0,34.8,1800,436,6.37059,0.24222200000000002,0,778.002,13.9592
random,6,7,3,35,72,65.0,34.8,1440,772,5.67187,0.536111,0,540.832,14.2876
random,6,7,4,70,120,120.0,64.3,2400,0,63.9593,0.0,0,1000.0,13.9696
random,6,7,5,30,72,120.0,64.3,1440,332,10.0617,0.23055599999999998,0,791.181,13.9646
random,6,7,6,25,72,120.0,64.3,1440,752,6.08044,0.522222,0,538.705,14.0733
ml,18,10,0,10,72,80.0,42.9,1440,1017,2.53491,0.70625,0,582.334,14.2506
ml,18,10,1,15,72,120.0,64.3,1440,639,12.6908,0.44375,0,641.994,13.6218
ml,18,10,2,20,60,45.0,24.1,1200,933,2.85294,0.7775,0,530.822,13.9566
ml,18,10,3,5,60,80.0,42.9,1200,1053,2.38931,0.8775,0,701.082,14.6172
ml,18,10,4,10,72,65.0,34.8,1440,1007,2.55457,0.699306,0,650.295,14.3431
ml,18,10,5,15,72,120.0,64.3,1440,844,5.81143,0.586111,0,527.297,13.9453
ml,18,10,6,10,60,95.0,50.9,1200,1034,2.52462,0.8616670000000001,0,434.435,14.7241
ml,18,10,7,20,72,65.0,34.8,1440,1063,2.52602,0.738194,0,463.861,14.9609
ml,18,10,8,10,90,45.0,24.1,1800,1032,2.48228,0.573333,0,842.135,14.0395
ml,18,10,9,25,60,120.0,64.3,1200,1048,3.44087,0.8733329999999999,0,229.26,14.9119
ml-dynamic,25,8,0,50,60,45.0,24.1,1200,950,4.8511,0.791667,0,305.362,14.3853
ml-dynamic,25,8,1,5,72,120.0,64.3,1440,962,2.80244,0.668056,0,623.34,13.8215
ml-dynamic,25,8,2,25,60,120.0,64.3,1200,948,3.7776,0.79,0,302.334,14.2741
ml-dynamic,25,8,3,35,120,95.0,50.9,2400,915,4.69875,0.38125,0,656.445,14.4664
ml-dynamic,25,8,4,45,72,65.0,34.8,1440,711,7.50545,0.49375,0,555.747,13.6245
ml-dynamic,25,8,5,5,120,45.0,24.1,2400,1031,2.55134,0.429583,0,1073.44,14.0009
ml-dynamic,25,8,6,35,72,80.0,42.9,1440,1037,3.34368,0.7201390000000001,0,364.18,14.9614
ml-dynamic,25,8,7,45,72,45.0,24.1,1440,925,5.72065,0.642361,0,451.296,14.1251
random,9,10,0,40,72,80.0,42.9,1440,370,42.743,0.256944,0,767.284,14.2875
random,9,10,1,30,72,95.0,50.9,1440,243,68.5455,0.16875,0,850.438,13.5432
random,9,10,2,40,72,45.0,24.1,1440,396,33.7811,0.275,0,771.228,13.9423
random,9,10,3,40,72,45.0,24.1,1440,463,28.1353,0.321528,0,732.529,14.674
random,9,10,4,45,90,45.0,24.1,1800,277,61.5592,0.153889,0,867.526,14.2637
random,9,10,5,65,120,120.0,64.3,2400,0,134.498,0.0,0,1000.0,13.9462
random,9,10,6,75,120,80.0,42.9,2400,0,128.318,0.0,0,1000.0,14.9268
random,9,10,7,55,90,45.0,24.1,1800,283,43.5122,0.157222,0,858.801,14.9272
random,9,10,8,60,90,95.0,50.9,1800,122,35.6204,0.0677778,0,935.056,14.1358
random,9,10,9,65,120,65.0,34.8,2400,1,164.394,0.000416667,0,999.605,14.9926
ml,15,7,0,10,72,45.0,24.1,1440,1036,2.38713,0.719444,0,802.355,14.4034
ml,15,7,1,5,120,80.0,42.9,2400,1009,2.46709,0.420417,0,856.187,14.085
ml,15,7,2,10,90,95.0,50.9,1800,956,2.72429,0.531111,0,650.555,13.9209
ml,15,7,3,10,72,45.0,24.1,1440,1027,2.42159,0.713194,0,804.143,14.4415
ml,15,7,4,5,72,95.0,50.9,1440,974,2.59228,0.676389,0,698.944,13.9438
ml,15,7,5,10,120,95.0,50.9,2400,930,2.83299,0.3875,0,745.27,13.893
ml,15,7,6,5,90,120.0,64.3,1800,1065,2.32056,0.5916669999999999,0,668.079,14.107
ml,14,6,0,25,60,120.0,64.3,1200,919,6.65142,0.765833,0,324.709,14.4033
ml,14,6,1,15,72,65.0,34.8,1440,941,2.78056,0.653472,0,579.997,13.9441
ml,14,6,2,5,90,120.0,64.3,1800,1010,2.5134,0.561111,0,685.278,14.0017
ml,14,6,3,15,72,120.0,64.3,1440,924,5.92141,0.6416670000000001,0,483.186,14.1617
ml,14,6,4,5,90,95.0,50.9,1800,961,2.67111,0.533889,0,760.404,13.9927
ml,14,6,5,10,120,45.0,24.1,2400,960,2.68728,0.4,0,889.55,13.7153
ml-dynamic,26,9,0,15,60,120.0,64.3,1200,1015,3.25475,0.845833,0,318.292,14.909
ml-dynamic,26,9,1,30,120,65.0,34.8,2400,850,4.47729,0.354167,0,708.189,13.8099
ml-dynamic,26,9,2,25,120,65.0,34.8,2400,879,4.9669,0.36625,0,713.531,13.9497
ml-dynamic,26,9,3,25,60,45.0,24.1,1200,1026,2.6584,0.855,0,412.956,14.7691
ml-dynamic,26,9,4,20,120,95.0,50.9,2400,776,5.63616,0.32333300000000004,0,736.858,13.7068
ml-dynamic,26,9,5,35,120,120.0,64.3,2400,580,5.79847,0.241667,0,777.109,14.0845
ml-dynamic,26,9,6,10,60,95.0,50.9,1200,1029,2.63961,0.8575,0,436.292,14.1271
ml-dynamic,26,9,7,35,60,45.0,24.1,1200,1031,2.75445,0.859167,0,319.93,14.7819
ml-dynamic,26,9,8,5,72,45.0,24.1,1440,1032,2.5473,0.716667,0,1121.39,14.0043
ml-dynamic,24,7,0,25,60,80.0,42.9,1200,900,6.92252,0.75,0,381.9,14.324
ml-dynamic,24,7,1,25,90,120.0,64.3,1800,857,4.78528,0.476111,0,579.521,14.3186
ml-dynamic,24,7,2,15,72,45.0,24.1,1440,954,2.85077,0.6625,0,680.789,13.9101
ml-dynamic,24,7,3,30,120,120.0,64.3,2400,769,5.03623,0.320417,0,710.064,14.2352
ml-dynamic,24,7,4,15,60,95.0,50.9,1200,927,3.37836,0.7725,0,417.099,13.8754
ml-dynamic,24,7,5,25,120,65.0,34.8,2400,732,6.61418,0.305,0,761.28,13.7384
ml-dynamic,24,7,6,35,120,80.0,42.9,2400,920,4.53339,0.38333300000000003,0,661.589,14.1126
ml-dynamic,27,10,0,20,90,45.0,24.1,1800,1050,2.60918,0.583333,0,647.534,14.4311
ml-dynamic,27,10,1,10,90,45.0,24.1,1800,948,2.89151,0.526667,0,853.876,13.7787
ml-dynamic,27,10,2,40,90,120.0,64.3,1800,482,5.91379,0.267778,0,749.815,13.9524
ml-dynamic,27,10,3,15,90,95.0,50.9,1800,1046,2.79651,0.581111,0,561.379,14.7166
ml-dynamic,27,10,4,20,60,80.0,42.9,1200,967,4.88308,0.8058329999999999,0,372.537,14.3607
ml-dynamic,27,10,5,10,72,95.0,50.9,1440,903,3.06825,0.6270830000000001,0,587.94,13.9365
ml-dynamic,27,10,6,25,90,65.0,34.8,1800,1063,3.21534,0.590556,0,537.375,14.8745
ml-dynamic,27,10,7,10,72,120.0,64.3,1440,1059,2.61494,0.7354170000000001,0,464.099,14.8969
ml-dynamic,27,10,8,5,72,65.0,34.8,1440,1021,2.56499,0.709028,0,866.346,14.0268
ml-dynamic,27,10,9,30,90,120.0,64.3,1800,924,4.11559,0.513333,0,535.442,14.9057
