frame,components
1357,400
1358,400
1359,300
1360,400
1361,400
1362,400
1363,400
1364,400
1365,400
1366,300
1367,400
1368,400
1369,400
1370,400
1371,400
1372,400
1373,75
1374,75
1375,400
1376,400
1377,300
1378,400
1379,400
1380,400
1381,300
1382,400
1383,75
1384,400
1385,400
1386,400
1387,400
1388,400
1389,400
1390,400
1391,400
1392,400
1393,400
1394,400
1395,300
1396,300
1397,400
1398,400
1399,300
1400,75
1401,300
1402,75
1403,400
1404,300
1405,75
1406,75
1407,75
1408,400
1409,75
1410,300
1411,75
1412,400
1413,75
1414,75
1415,75
1416,400
1417,75
1418,300
1419,300
1420,75
1421,75
1422,400
1423,400
1424,400
1425,300
1426,75
1427,400
1428,300
1429,75
1430,75
1431,400
1432,400
1433,75
1434,300
1435,400
1436,400
1437,400
1438,75
1439,400
1440,375
1441,100
1442,350
1443,275
1444,400
1445,275
1446,300
1447,100
1448,275
1449,275
1450,100
1451,375
1452,75
1453,275
1454,75
1455,350
1456,25
1457,275
1458,300
1459,275
1460,250
1461,300
1462,100
1463,300
1464,300
1465,75
1466,300
1467,300
1468,275
1469,300
1470,300
1471,400
1472,400
1473,300
1474,300
1475,400
1476,300
1477,400
1478,300
1479,75
1480,75
1481,300
1482,300
1483,75
1484,300
1485,375
1486,400
1487,75
1488,300
1489,400
1490,300
1491,400
1492,400
1493,300
1494,300
1495,400
1496,275
1497,300
1498,400
1499,400
1500,300
1501,75
1502,75
1503,300
1504,400
1505,300
1506,300
1507,75
1508,300
1509,75
1510,400
1511,75
1512,300
1513,100
1514,375
1515,150
1516,400
1517,300
1518,300
1519,400
1520,400
1521,400
1522,400
1523,400
1524,400
1525,400
1526,400
1527,400
1528,400
1529,400
1530,400
1531,400
1532,400
1533,400
1534,400
1535,150
1536,400
1537,400
1538,300
1539,400
1540,400
1541,400
1542,400
1543,375
1544,75
1545,75
1546,275
1547,300
1548,400
1549,300
1550,75
1551,400
1552,300
1553,300
1554,75
1555,300
1556,300
1557,75
1558,75
1559,75
1560,400
1561,75
1562,75
1563,400
1564,275
1565,300
1566,25
1567,400
1568,300
1569,25
1570,300
1571,300
1572,400
1573,400
1574,300
1575,75
1576,400
1577,400
1578,375
1579,300
1580,300
1581,400
1582,300
1583,275
1584,375
1585,300
1586,300
1587,400
1588,300
1589,275
1590,400
1591,275
1592,300
1593,75
1594,300
1595,75
1596,400
1597,275
1598,275
1599,400
1600,275
1601,400
1602,400
1603,400
1604,300
1605,400
1606,400
1607,300
1608,75
1609,400
1610,300
1611,400
1612,400
1613,400
1614,400
1615,400
1616,75
1617,75
1618,75
1619,400
1620,400
1621,400
1622,400
1623,75
1624,300
1625,400
1626,400
1627,400
1628,400
1629,400
1630,400
1631,400
1632,75
1633,400
1634,75
1635,400
1636,400
1637,400
1638,400
1639,400
1640,400
1641,400
1642,300
1643,75
1644,400
1645,400
1646,400
1647,400
1648,400
1649,75
1650,75
1651,300
1652,400
1653,400
1654,300
1655,400
1656,400
1657,400
1658,75
1659,400
1660,75
1661,400
1662,75
1663,400
1664,400
1665,100
1666,400
1667,300
1668,75
1669,75
1670,75
1671,75
1672,75
1673,400
1674,400
1675,400
1676,75
1677,100
1678,300
1679,400
1680,300
1681,400
1682,400
1683,400
1684,300
1685,400
1686,400
1687,400
1688,400
1689,400
1690,400
1691,75
1692,400
1693,400
1694,400
1695,400
1696,400
1697,400
1698,400
1699,75
1700,150
1701,75
1702,400
1703,75
1704,400
1705,400
1706,400
1707,400
1708,400
1709,400
1710,400
1711,400
1712,400
1713,400
1714,300
1715,400
1716,400
1717,400
1718,75
1719,400
1720,75
1721,75
1722,400
1723,400
1724,400
1725,400
1726,400
1727,400
1728,75
1729,75
1730,100
1731,75
1732,75
1733,400
1734,400
1735,400
1736,400
1737,400
1738,400
1739,75
1740,75
1741,300
1742,400
1743,400
1744,75
1745,400
1746,75
1747,400
1748,400
1749,75
1750,75
1751,400
1752,75
1753,400
1754,400
1755,75
1756,75
1757,400
1758,75
1759,400
1760,400
1761,75
1762,400
1763,300
1764,400
1765,75
1766,400
1767,300
1768,400
1769,400
1770,75
1771,75
1772,400
1773,75
1774,400
1775,75
1776,300
1777,75
1778,400
1779,400
1780,400
1781,400
1782,75
1783,75
1784,400
1785,400
1786,400
1787,400
1788,400
1789,275
1790,75
1791,300
1792,400
1793,75
1794,400
1795,400
1796,400
1797,300
1798,400
1799,400
1800,300
1801,375
1802,400
1803,75
1804,400
1805,400
1806,300
1807,400
1808,400
1809,375
1810,400
1811,75
1812,300
1813,400
1814,300
1815,400
1816,400
1817,275
1818,275
1819,400
1820,75
1821,275
1822,400
1823,275
1824,300
1825,400
1826,300
1827,300
1828,400
1829,275
1830,400
1831,400
1832,75
1833,300
1834,400
1835,75
1836,300
1837,400
1838,300
1839,75
1840,25
1841,400
1842,300
1843,400
1844,100
1845,275
1846,300
1847,400
1848,300
1849,400
1850,25
1851,400
1852,300
1853,300
1854,400
1855,275
1856,300
1857,400
1858,400
1859,400
1860,400
1861,400
1862,75
1863,400
1864,75
1865,300
1866,400
1867,400
1868,400
1869,300
1870,100
1871,75
1872,400
1873,100
1874,300
1875,400
1876,400
1877,150
1878,400
1879,400
1880,400
1881,300
1882,400
1883,400
1884,400
1885,400
1886,75
1887,300
1888,75
1889,400
1890,400
1891,75
1892,400
1893,75
1894,150
1895,400
1896,300
1897,400
1898,400
1899,400
1900,300
1901,400
1902,400
1903,400
1904,300
1905,75
1906,400
1907,400
1908,400
1909,400
1910,25
1911,400
1912,400
1913,400
1914,400
1915,25
1916,400
1917,400
1918,75
1919,25
1920,25
1921,400
1922,400
1923,325
1924,275
1925,350
1926,75
1927,300
1928,25
1929,300
1930,400
1931,275
1932,275
1933,25
1934,25
1935,25
1936,150
1937,25
1938,300
1939,25
1940,25
1941,25
1942,100
1943,25
1944,150
1945,75
1946,100
1947,375
1948,100
1949,25
1950,150
1951,25
1952,100
1953,275
1954,75
1955,25
1956,300
1957,25
1958,100
1959,25
1960,100
1961,25
1962,25
1963,150
1964,275
1965,100
1966,300
1967,375
1968,25
1969,275
1970,150
1971,100
1972,300
1973,25
1974,100
1975,150
1976,150
1977,25
1978,100
1979,75
1980,150
1981,25
1982,150
1983,150
1984,100
1985,225
1986,150
1987,25
1988,300
1989,150
1990,100
1991,100
1992,150
1993,25
1994,150
1995,100
1996,275
1997,325
1998,275
1999,275
2000,275
2001,275
2002,25
2003,275
2004,375
2005,75
2006,75
2007,300
2008,400
2009,400
2010,400
2011,400
2012,75
2013,400
2014,75
2015,300
2016,75
2017,400
2018,75
2019,75
2020,75
2021,400
2022,375
2023,400
2024,75
2025,75
2026,300
2027,300
2028,400
2029,75
2030,300
2031,75
2032,75
2033,350
2034,25
2035,400
2036,150
2037,400
2038,400
2039,400
2040,75
2041,400
2042,300
2043,75
2044,400
2045,300
2046,75
2047,400
2048,400
2049,400
2050,300
2051,400
2052,75
2053,400
2054,400
2055,75
2056,400
2057,400
2058,75
2059,400
2060,400
2061,400
2062,350
2063,75
2064,400
2065,400
2066,400
2067,400
2068,400
2069,400
2070,400
2071,400
2072,400
2073,400
2074,400
2075,75
2076,400
2077,400
2078,400
2079,400
2080,75
2081,400
2082,100
2083,75
2084,400
2085,100
2086,75
2087,75
2088,100
2089,300
2090,400
2091,400
2092,400
2093,75
2094,75
2095,400
2096,400
2097,75
2098,25
2099,75
2100,300
2101,400
2102,300
2103,275
2104,400
2105,275
2106,300
2107,100
2108,300
2109,275
2110,75
2111,75
2112,75
2113,400
2114,75
2115,75
2116,275
2117,300
2118,75
2119,275
2120,400
2121,300
2122,75
2123,400
2124,150
2125,75
2126,400
2127,75
2128,400
2129,75
2130,300
2131,75
2132,75
2133,75
2134,75
2135,400
2136,400
2137,300
2138,75
2139,400
2140,400
2141,75
2142,25
2143,400
2144,400
2145,400
2146,400
2147,75
2148,400
2149,400
2150,75
2151,400
2152,300
2153,75
2154,400
2155,400
2156,75
2157,400
2158,300
2159,300
2160,400
2161,300
2162,75
2163,400
2164,75
2165,400
2166,75
2167,400
2168,75
2169,400
2170,300
2171,400
2172,400
2173,400
2174,300
2175,400
2176,400
2177,300
2178,75
2179,400
2180,250
2181,75
2182,400
2183,300
2184,300
2185,400
2186,300
2187,300
2188,400
2189,25
2190,300
2191,400
2192,300
2193,300
2194,400
2195,300
2196,75
2197,400
2198,400
2199,400
2200,400
2201,400
2202,400
2203,400
2204,400
2205,400
2206,400
2207,400
2208,75
2209,400
2210,75
2211,400
2212,400
2213,300
2214,300
2215,25
2216,300
2217,300
2218,400
2219,300
2220,400
2221,350
2222,300
2223,400
2224,400
2225,75
2226,300
2227,25
2228,300
2229,400
2230,400
2231,300
2232,300
2233,400
2234,300
2235,300
2236,400
2237,300
2238,300
2239,400
2240,100
2241,225
2242,400
2243,75
2244,225
2245,75
2246,75
2247,300
2248,75
2249,75
2250,225
2251,75
2252,75
2253,225
2254,400
2255,400
2256,275
2257,75
2258,75
2259,75
2260,75
2261,75
2262,225
2263,75
2264,75
2265,275
2266,75
2267,275
2268,275
2269,275
2270,75
2271,150
2272,75
2273,150
2274,75
2275,150
2276,75
2277,150
2278,275
2279,400
2280,75
2281,275
2282,400
2284,275
2285,400
2286,300
2287,150
2288,275
2289,300
2290,400
2291,375
2292,75
2293,400
2294,300
2295,400
2296,400
2297,400
2298,300
2299,300
2300,400
2301,300
2302,75
2303,400
2304,400
2305,400
2306,25
2307,400
2308,75
2309,400
2310,400
2311,400
2312,25
2313,75
2314,400
2315,75
2316,75
2317,25
2318,150
2319,100
2320,400
2321,150
2322,75
2323,400
2324,400
2325,75
2326,400
2327,400
2328,400
2329,400
2330,300
2331,400
2332,400
2333,300
2334,400
2335,400
2336,400
2337,75
2338,75
2339,300
2340,400
2341,75
2342,75
2343,400
2344,400
2345,75
2346,300
2347,300
2348,75
2349,75
2350,375
2351,375
2352,275
2353,375
2354,375
2355,375
2356,375
2357,75
2358,75
2359,75
2360,75
2361,75
2363,75
2364,75
2365,75
2366,75
2367,75
