frame,components
849,400
850,125
851,100
852,400
853,100
854,125
855,400
856,100
857,400
858,150
859,125
860,125
861,400
862,200
863,400
864,400
865,400
866,100
867,400
868,125
869,400
870,400
871,400
872,200
873,125
874,225
875,125
876,125
877,125
878,225
879,400
880,125
881,125
882,125
883,125
884,125
885,125
886,125
887,200
888,125
889,400
890,125
891,225
892,225
893,225
894,225
895,225
896,400
897,225
898,225
899,225
900,200
901,225
902,400
903,400
904,225
905,150
906,225
907,400
908,400
909,225
910,225
911,400
912,400
913,225
914,200
915,225
916,225
917,200
918,225
919,250
920,200
921,400
922,225
923,200
924,225
925,225
926,225
927,400
928,225
929,200
930,225
931,225
932,400
933,225
934,200
935,400
936,400
937,200
938,400
939,200
940,100
941,200
942,400
943,400
944,200
945,200
946,200
947,400
948,200
949,400
950,200
951,200
952,200
953,400
954,200
955,200
956,400
957,100
958,200
959,225
960,250
961,225
962,400
963,225
964,400
965,400
966,225
967,250
968,150
969,225
970,150
971,250
972,250
973,225
974,400
975,225
976,225
977,250
978,225
979,225
980,400
981,225
982,100
983,250
984,125
985,100
986,100
987,100
988,125
989,400
990,400
991,100
992,100
993,100
994,100
995,400
996,100
997,100
998,400
999,275
1000,200
1001,200
1002,100
1003,400
1004,400
1005,100
1006,200
1007,200
1008,200
1009,100
1010,400
1011,200
1012,200
1013,200
1014,200
1015,300
1016,400
1017,100
1018,400
1019,400
1020,400
1021,400
1022,400
1023,400
1024,400
1025,100
1026,400
1027,400
1028,400
1029,400
1030,400
1031,400
1032,400
1033,400
1034,100
1035,225
1036,400
1037,400
1038,400
1039,400
1040,400
1041,400
1042,400
1043,225
1044,400
1045,400
1046,100
1047,400
1048,400
1049,225
1050,400
1051,400
1052,400
1053,400
1054,400
1055,400
1056,100
1057,400
1058,225
1059,400
1060,400
1061,400
1062,225
1063,400
1064,225
1065,225
1066,400
1067,400
1068,200
1069,400
1070,225
1071,200
1072,400
1073,400
1074,400
1075,400
1076,400
1077,200
1078,400
1079,200
1080,400
1081,400
1082,125
1083,200
1084,400
1085,200
1086,125
1087,400
1088,400
1089,400
1090,400
1091,225
1092,250
1093,150
1094,225
1095,225
1096,150
1097,225
1098,225
1099,225
1100,225
1101,225
1102,150
1103,100
1104,225
1105,400
1106,225
1107,225
1108,250
1109,225
1110,225
1111,225
1112,225
1113,225
1114,400
1115,225
1116,225
1117,225
1118,225
1119,225
1120,150
1121,225
1122,225
1123,400
1124,225
1125,225
1126,225
1127,400
1128,225
1129,225
1130,225
1131,225
1132,400
1133,225
1134,225
1135,400
1136,225
1137,225
1138,400
1139,225
1140,250
1141,225
1142,100
1143,225
1144,400
1145,225
1146,400
1147,225
1148,125
1149,400
1150,125
1151,400
1152,400
1153,225
1154,175
1155,200
1156,200
1157,400
1158,200
1159,400
1160,225
1161,400
1162,225
1163,100
1164,200
1165,225
1166,200
1167,200
1168,400
1169,200
1170,400
1171,400
1172,400
1173,400
1174,400
1175,200
1176,400
1177,200
1178,400
1179,200
1180,400
1181,400
1182,200
1183,100
1184,200
1185,400
1186,175
1187,400
1188,400
1189,225
1190,175
1191,400
1192,400
1193,100
1194,125
1195,400
1196,400
1197,150
1198,175
1199,400
1200,400
1201,400
1202,200
1203,150
1204,400
1205,125
1206,125
1207,125
1208,125
1209,125
1210,50
1211,125
1212,125
1213,400
1214,175
1215,400
1216,175
1217,225
1218,400
1219,125
1220,400
1221,400
1222,400
1223,125
1224,175
1225,400
1226,400
1227,400
1228,175
1229,125
1230,125
1231,125
1232,400
1233,400
1234,400
1235,400
1236,400
1237,400
1238,225
1239,400
1240,225
1241,225
1242,400
1243,225
1244,100
1245,400
1246,225
1247,225
1248,400
1249,175
1250,150
1251,400
1252,175
1253,200
1254,400
1255,400
1256,125
1257,400
1258,400
1259,200
1260,200
1261,175
1262,200
1263,400
1264,400
1265,200
1266,325
1267,200
1268,400
1269,200
1270,175
1271,400
1272,400
1273,200
1274,200
1275,200
1276,175
1277,400
1278,200
1279,200
1280,400
1281,175
1282,250
1283,400
1284,400
1285,225
1286,400
1287,200
1288,400
1289,400
1290,400
1291,400
1292,400
1293,225
1294,400
1295,400
1296,200
1297,100
1298,400
1299,125
1300,200
1301,400
1302,400
1303,200
1304,400
1305,125
1306,200
1307,400
1308,200
1309,400
1310,400
1311,200
1312,400
1313,400
1314,400
1315,400
1316,400
1317,400
1318,225
1319,400
1320,400
1321,400
1322,400
1323,100
1324,225
1325,400
1326,400
1327,400
1328,400
1329,400
1330,100
1331,400
1332,225
1333,200
1334,400
1335,200
1336,400
1337,400
1338,400
1339,400
1340,400
1341,200
1342,125
1343,400
1344,125
1345,100
1346,400
1347,200
1348,200
1349,400
1350,400
1351,400
1352,400
1353,200
1354,125
1355,400
1356,125
1357,400
1358,400
1359,400
1360,400
1361,400
1362,400
1363,125
1364,400
1365,200
1366,400
1367,400
1368,200
1369,200
1370,400
1371,125
1372,200
1373,400
1374,400
1375,400
1376,400
1377,400
1378,200
1379,400
1380,200
1381,400
1382,200
1383,100
1384,200
1385,400
1386,400
1387,200
1388,200
1389,200
1390,200
1391,400
1392,300
1393,200
1394,400
1395,400
1396,125
1397,200
1398,400
1399,125
1400,400
1401,125
1402,175
1403,125
1404,400
1405,100
1406,400
1407,100
1408,400
1409,225
1410,125
1411,400
1412,400
1413,225
1414,400
1415,225
1416,125
1417,400
1418,125
1419,300
1420,100
1421,100
1422,400
1423,300
1424,250
1425,300
1426,100
1427,400
1428,125
1429,100
1430,100
1431,400
1432,400
1433,300
1434,125
1435,400
1436,400
1437,200
1438,400
1439,200
1440,250
1441,400
1442,400
1443,200
1444,200
1445,200
1446,175
1447,400
1448,175
1449,200
1450,400
1451,400
1452,100
1453,400
1454,400
1455,400
1456,400
1457,200
1458,200
1459,200
1460,200
1461,400
1462,400
1463,200
1464,200
1465,400
1466,200
1467,400
1468,200
1469,200
1470,200
1471,200
1472,250
1473,125
1474,400
1475,400
1476,175
1477,400
1478,200
1479,100
1480,400
1481,225
1482,225
1483,400
1484,225
1485,400
1486,200
1487,100
1488,400
1489,200
1490,225
1491,400
1492,200
1493,225
1494,400
1495,200
1496,225
1497,400
1498,400
1499,400
1500,225
1501,400
1502,100
1503,225
1504,200
1505,225
1506,225
1507,400
1508,225
1509,100
1510,200
1511,400
1512,225
1513,150
1514,400
1515,175
1516,200
1517,400
1518,400
1519,400
1520,400
1521,125
1522,400
1523,125
1524,200
1525,400
1526,200
1527,125
1528,400
1529,125
1530,125
1531,400
1532,125
1533,400
1534,400
1535,150
1536,400
1537,400
1538,225
1539,200
1540,250
1541,250
1542,200
1543,400
1544,225
1545,400
1546,225
1547,225
1548,200
1549,225
1550,225
1551,400
1552,400
1553,225
1554,400
1555,225
1556,400
1557,400
1558,400
1559,225
1560,200
1561,100
1562,400
1563,400
1564,225
1565,225
1566,400
1567,400
1568,175
1569,400
1570,225
1571,125
1572,200
1573,250
1574,175
1575,400
1576,400
1577,400
1578,400
1579,125
1580,225
1581,200
1582,400
1583,225
1584,400
1585,125
1586,225
1587,200
1588,175
1589,225
1590,400
1591,225
1592,125
1593,400
1594,125
1595,100
1596,200
1597,225
1598,225
1599,200
1600,225
1601,400
1602,200
1603,200
1604,200
1605,200
1606,150
1607,200
1608,400
1609,200
1610,200
1611,400
1612,125
1613,400
1614,400
1615,275
1616,400
1617,400
1618,125
1619,400
1620,400
1621,400
1622,200
1623,400
1624,400
1625,125
1626,400
1627,125
1628,200
1629,400
1630,400
1631,125
1632,400
1633,125
1634,125
1635,400
1636,400
1637,125
1638,400
1639,125
1640,400
1641,400
1642,400
1643,100
1644,400
1645,200
1646,400
1647,400
1648,400
1649,100
1650,400
1651,400
1652,125
1653,400
1654,125
1655,400
1656,400
1657,400
1658,125
1659,400
1660,125
1661,125
1662,400
1663,125
1664,400
1665,400
1666,400
1667,400
1668,125
1669,400
1670,100
1671,400
1672,400
1673,125
1674,400
1675,400
1676,125
1677,400
1678,125
1679,400
1680,125
1681,125
1682,400
1683,125
1684,125
1685,400
1686,125
1687,125
1688,400
1689,400
1690,250
1691,400
1692,125
1693,175
1694,400
1695,175
1696,125
1697,400
1698,125
1699,125
1700,400
1701,125
1702,400
1703,400
1704,125
1705,175
1706,400
1707,250
1708,175
1709,400
1710,175
1711,125
1712,400
1713,125
1714,250
1715,250
1716,175
1717,400
1718,400
1719,125
1720,400
1721,400
1722,175
1723,125
1724,400
1725,125
1726,400
1727,400
1728,400
1729,400
1730,400
1731,400
1732,400
1733,400
1734,125
1735,125
1736,400
1737,400
1738,175
1739,400
1740,400
1741,400
1742,400
1743,400
1744,400
1745,400
1746,400
1747,150
1748,400
1749,400
1750,125
1751,400
1752,125
1753,400
1754,400
1755,400
1756,400
1757,400
1758,100
1759,400
1760,400
1761,400
1762,125
1763,150
1764,400
1765,150
1766,400
1767,125
1768,125
1769,400
1770,400
1771,125
1772,400
1773,400
1774,125
1775,400
1776,125
1777,175
1778,400
1779,250
1780,125
1781,400
1782,175
1783,400
1784,400
1785,125
1786,175
1787,400
1788,175
1789,225
1790,150
1791,400
1792,400
1793,400
1794,175
1795,250
1796,200
1797,225
1798,200
1799,200
1800,225
1801,400
1802,200
1803,100
1804,200
1805,175
1806,225
1807,400
1808,175
1809,400
1810,400
1811,125
1812,400
1813,400
1814,400
1815,400
1816,200
1817,225
1818,225
1819,400
1820,400
1821,225
1822,400
1823,225
1824,125
1825,400
1826,175
1827,250
1828,200
1829,225
1830,400
1831,200
1832,225
1833,400
1834,200
1835,400
1836,175
1837,200
1838,125
1839,225
1840,400
1841,200
1842,125
1843,250
1844,150
1845,225
1846,125
1847,400
1848,125
1849,400
1850,400
1851,200
1852,225
1853,125
1854,200
1855,225
1856,175
1857,200
1858,175
1859,400
1860,400
1861,400
1862,100
1863,400
1864,125
1865,125
1866,400
1867,400
1868,175
1869,400
1870,150
1871,400
1872,175
1873,400
1874,125
1875,250
1876,400
1877,150
1878,400
1879,400
1880,400
1881,125
1882,400
1883,400
1884,175
1885,400
1886,400
1887,125
1888,100
1889,250
1890,175
1891,125
1892,400
1893,125
1894,150
1895,200
1896,125
1897,400
1898,400
1899,175
1900,125
1901,400
1902,400
1903,400
1904,400
1905,400
1906,400
1907,400
1908,400
1909,400
1910,400
1911,400
1912,200
1913,400
1914,400
1915,125
1916,150
1917,400
1918,400
1919,375
1920,400
1921,250
1922,400
1923,200
1924,200
1925,400
1926,100
1927,400
1928,400
1929,200
1930,200
1931,200
1932,200
1933,125
1934,400
1935,125
1936,125
1937,400
1938,400
1939,125
1940,400
1941,125
1942,100
1943,400
1944,125
1945,400
1946,100
1947,400
1948,100
1949,400
1950,125
1951,100
1952,400
1953,125
1954,400
1955,400
1956,400
1957,100
1958,100
1959,400
1960,100
1961,125
1962,400
1963,125
1964,200
1965,150
1966,400
1967,400
1968,400
1969,125
1970,125
1971,150
1972,400
1973,100
1974,100
1975,125
1976,100
1977,100
1978,100
1979,400
1980,125
1981,100
1982,100
1983,125
1984,100
1985,150
1986,125
1987,100
1988,400
1989,125
1990,100
1991,100
1992,125
1993,400
1994,125
1995,150
1996,400
1997,200
1998,200
1999,200
2000,400
2001,250
2002,400
2003,200
2004,400
2005,400
2006,400
2007,125
2008,175
2009,400
2010,175
2011,400
2012,400
2013,400
2014,175
2015,125
2016,400
2017,250
2018,400
2019,400
2020,400
2021,125
2022,400
2023,400
2024,400
2025,400
2026,125
2027,125
2028,200
2029,400
2030,125
2031,400
2032,400
2033,400
2034,150
2035,400
2036,150
2037,125
2038,400
2039,175
2040,125
2041,400
2042,125
2043,400
2044,125
2045,400
2046,400
2047,175
2048,400
2049,250
2050,125
2051,400
2052,125
2053,175
2054,400
2055,125
2056,175
2057,400
2058,125
2059,200
2060,400
2061,175
2062,400
2063,275
2064,125
2065,200
2066,400
2067,125
2068,200
2069,400
2070,200
2071,400
2072,400
2073,400
2074,175
2075,125
2076,400
2077,400
2078,400
2079,250
2080,400
2081,175
2082,400
2083,400
2084,175
2085,400
2086,400
2087,400
2088,150
2089,125
2090,175
2091,400
2092,175
2093,225
2094,400
2095,250
2096,400
2097,400
2098,150
2099,400
2100,125
2101,200
2102,225
2103,225
2104,200
2105,225
2106,125
2107,150
2108,175
2109,225
2110,400
2111,400
2112,400
2113,200
2114,400
2115,400
2116,225
2117,400
2118,400
2119,225
2120,200
2121,225
2122,175
2123,400
2124,150
2125,175
2126,200
2127,400
2128,175
2129,400
2130,400
2131,125
2132,400
2133,150
2134,400
2135,125
2136,400
2137,125
2138,400
2139,400
2140,175
2141,175
2142,150
2143,250
2144,175
2145,400
2146,175
2147,400
2148,400
2149,125
2150,175
2151,400
2152,125
2153,400
2154,400
2155,175
2156,175
2157,400
2158,125
2159,400
2160,400
2161,125
2162,175
2163,400
2164,125
2165,175
2166,150
2167,125
2168,175
2169,400
2170,125
2171,400
2172,400
2173,175
2174,125
2175,400
2176,400
2177,400
2178,400
2179,400
2180,400
2181,400
2182,400
2183,225
2184,225
2185,400
2186,200
2187,225
2188,400
2189,400
2190,225
2191,200
2192,400
2193,225
2194,400
2195,400
2196,400
2197,400
2198,400
2199,400
2200,400
2201,400
2202,400
2203,400
2204,400
2205,400
2206,400
2207,400
2208,400
2209,400
2210,175
2211,225
2212,400
2213,225
2214,225
2215,400
2216,200
2217,225
2218,200
2219,225
2220,225
2221,400
2222,200
2223,200
2224,400
2225,400
2226,225
2227,400
2228,225
2229,400
2230,400
2231,225
2232,225
2233,200
2234,225
2235,225
2236,400
2237,125
2238,125
2239,175
2240,400
2241,175
2242,400
2243,400
2244,225
2245,125
2246,125
2247,400
2248,225
2249,400
2250,225
2251,125
2252,400
2253,225
2254,400
2255,250
2256,250
2257,175
2258,400
2259,400
2260,400
2261,400
2262,225
2263,400
2264,400
2265,175
2266,400
2267,175
2268,175
2269,175
2270,400
2271,175
2272,400
2273,175
2274,400
2275,150
2276,400
2277,175
2278,175
2279,125
2280,300
2281,175
2282,175
2284,175
2285,175
2286,175
2287,150
2288,150
2289,175
2290,175
2291,400
2292,400
2293,175
2294,175
2295,400
2296,125
2297,400
2298,125
2299,125
2300,125
2301,125
2302,125
2303,175
2304,400
2305,175
2306,150
2307,400
2308,400
2309,400
2310,400
2311,125
2312,150
2313,400
2314,175
2315,175
2316,400
2317,150
2318,150
2319,150
2320,250
2321,150
2322,400
2323,175
2324,125
2325,400
2326,175
2327,125
2328,400
2329,175
2330,125
2331,125
2332,400
2333,125
2334,125
2335,175
2336,250
2337,400
2338,150
2339,125
2340,175
2341,175
2342,400
2343,125
2344,125
2345,400
2346,400
2347,200
2348,400
2349,400
2350,400
2351,400
2352,250
2353,400
2354,400
2355,400
2356,400
2357,400
2358,400
2359,400
2360,400
2361,400
2363,400
2364,400
2365,400
2366,400
2367,400
