frameNumber,components,mse,sizeBytes,genTime,recvTime,delay_ms,receivedOnTime,effectiveError,deadline_ms
427,75,18.350602,215754,2.558224173,2.597500000,39.275827,0,564.513281,5.000000
428,75,18.699620,215754,2.564131463,2.598500000,34.368537,0,564.513281,5.000000
430,75,19.493448,215754,2.574712826,2.618000000,43.287174,0,564.513281,5.000000
432,75,19.633770,215754,2.586327281,2.631500000,45.172719,0,564.513281,5.000000
433,75,19.417554,215754,2.591548752,2.633500000,41.951248,0,564.513281,5.000000
435,75,18.887234,215754,2.603558196,2.647500000,43.941804,0,564.513281,5.000000
437,75,18.611059,215754,2.615935678,2.659500000,43.564322,0,564.513281,5.000000
438,75,18.569443,215754,2.621228176,2.660000000,38.771824,0,564.513281,5.000000
440,75,19.387423,215754,2.637983420,2.675000000,37.016580,0,564.513281,5.000000
441,75,19.981106,215754,2.645195394,2.677000000,31.804606,0,564.513281,5.000000
442,75,20.291247,215754,2.651513911,2.683500000,31.986089,0,564.513281,5.000000
443,75,20.747854,215754,2.658339328,2.688000000,29.660672,0,564.513281,5.000000
445,75,20.355454,215754,2.673197564,2.710500000,37.302436,0,564.513281,5.000000
494,75,25.401364,215754,2.956915858,3.032500000,75.584142,0,564.513281,5.000000
495,75,25.708609,215754,2.964912106,3.049500000,84.587894,0,564.513281,5.000000
496,75,25.463286,215754,2.972347036,3.057000000,84.652964,0,564.513281,5.000000
497,75,25.523715,215754,2.977850557,3.072000000,94.149443,0,564.513281,5.000000
498,75,26.153488,215754,2.982807354,3.083000000,100.192646,0,564.513281,5.000000
499,75,26.453455,215754,2.988935342,3.092500000,103.564658,0,564.513281,5.000000
500,75,25.290519,215754,2.996492534,3.101000000,104.507466,0,564.513281,5.000000
502,75,25.300657,215754,3.008103416,3.133500000,125.396584,0,564.513281,5.000000
530,75,26.556495,215754,3.174580594,3.251500000,76.919406,0,564.513281,5.000000
531,75,27.277033,215754,3.183683324,3.254500000,70.816676,0,564.513281,5.000000
533,75,27.703468,215754,3.199679017,3.265500000,65.820983,0,564.513281,5.000000
537,75,26.869281,215754,3.224681880,3.278500000,53.818120,0,564.513281,5.000000
538,75,26.475391,215754,3.229258328,3.282500000,53.241672,0,564.513281,5.000000
540,75,26.527300,215754,3.240798393,3.294000000,53.201607,0,564.513281,5.000000
542,75,25.210683,215754,3.253218559,3.308500000,55.281441,0,564.513281,5.000000
544,75,25.371239,215754,3.266252409,3.323500000,57.247591,0,564.513281,5.000000
545,75,25.891007,215754,3.272159259,3.325500000,53.340741,0,564.513281,5.000000
546,75,24.104307,215754,3.277664647,3.332000000,54.335353,0,564.513281,5.000000
547,75,25.004964,215754,3.284212957,3.337500000,53.287043,0,564.513281,5.000000
548,75,23.588624,215754,3.290332074,3.341000000,50.667926,0,564.513281,5.000000
549,75,24.976420,215754,3.295693533,3.347000000,51.306467,0,564.513281,5.000000
550,75,24.363654,215754,3.300915530,3.352000000,51.084470,0,564.513281,5.000000
551,75,23.835606,215754,3.307171659,3.355500000,48.328341,0,564.513281,5.000000
552,75,23.803796,215754,3.314867493,3.363000000,48.132507,0,564.513281,5.000000
553,75,23.798688,215754,3.321784693,3.367000000,45.215307,0,564.513281,5.000000
554,75,22.307651,215754,3.327589667,3.370500000,42.910333,0,564.513281,5.000000
555,75,22.635036,215754,3.332806479,3.378500000,45.693521,0,564.513281,5.000000
556,75,22.534287,215754,3.340144265,3.383500000,43.355735,0,564.513281,5.000000
557,75,23.955741,215754,3.345439582,3.389500000,44.060418,0,564.513281,5.000000
558,75,23.250575,215754,3.352395643,3.395000000,42.604357,0,564.513281,5.000000
559,75,23.736229,215754,3.356782177,3.401000000,44.217823,0,564.513281,5.000000
562,75,23.270653,215754,3.371996751,3.425000000,53.003249,0,564.513281,5.000000
564,75,24.346542,215754,3.384524586,3.438500000,53.975414,0,564.513281,5.000000
566,75,23.480570,215754,3.397046026,3.449500000,52.453974,0,564.513281,5.000000
567,75,23.784143,215754,3.402892478,3.450500000,47.607522,0,564.513281,5.000000
569,75,23.499267,215754,3.414300160,3.467000000,52.699840,0,564.513281,5.000000
572,75,22.406575,215754,3.435312363,3.480000000,44.687637,0,564.513281,5.000000
573,75,23.248874,215754,3.442143980,3.484000000,41.856020,0,564.513281,5.000000
574,75,23.303383,215754,3.448599531,3.491000000,42.400469,0,564.513281,5.000000
576,75,22.713020,215754,3.459171859,3.515000000,55.828141,0,564.513281,5.000000
